se_storage1,se_storage2,se_storage3,se_storage4,se_storage5,se_storage6,se_storage7,se_storage8,se_storage9,se_storage10,se_storage11,se_storage12,se_storage13,se_storage14,se_storage15,se_storage16,se_storage17,se_storage18,se_storage19,se_storage20
5.4410596,5.4116488,5.4788318,5.11445,5.0156646,4.9463558,4.5584598,4.6693883,4.701654,4.1899028,4.4550228,4.5133696,4.1077342,3.7351134,3.8177836,4.1031775,3.9439647,3.8202968,3.6059806,3.4066644
6.1063333,5.9871163,5.975235,5.9503508,5.8309507,5.8651762,5.7356348,5.7821927,5.7247877,5.5820651,5.6611567,5.7252846,5.1764097,5.2789526,5.0227799,5.2634463,5.2588391,5.0335102,5.1070218,4.7887969
3.9715497,3.9085708,3.8045816,3.8173952,3.7853847,3.7092366,3.6855893,3.6009164,3.59835,3.5197465,3.6292191,3.3600113,3.4292052,3.4182956,3.3118687,3.2473891,3.2143893,3.1929421,3.1006122,3.0607665
18.312639,18.109015,17.932344,17.715723,17.504532,17.284977,17.133095,16.974567,16.729609,16.485731,16.294336,16.086996,15.845745,15.624476,15.580975,15.246623,15.006762,14.814088,14.668973,14.50591
3.8237505,3.7797251,3.7116518,3.6869063,3.6509707,3.6166043,3.5620646,3.5639341,3.4731543,3.4417305,3.3906555,3.3696239,3.3309581,3.256144,3.2719727,3.1282628,3.1073544,3.0840402,3.0616071,3.0710826
6.6179099,6.5407758,6.4446082,6.3896537,6.3045378,6.2092333,6.1096706,6.1148634,5.9904151,5.8953667,5.8936667,5.7171955,5.5783544,5.5526576,5.5143991,5.4916716,5.3818636,5.3808603,5.2653174,5.2446966
4.4527979,4.3583851,4.3434911,4.2977471,4.2301574,4.0819645,4.112926,3.972126,3.9107568,3.8480072,3.8169541,3.7206273,3.7811549,3.6918035,3.7085748,3.5363522,3.416441,3.4888341,3.3547122,3.2765558
8.8242188,8.7228556,8.6201353,8.5398226,8.4283047,8.2881784,8.285943,8.1311235,8.0375853,7.9623518,7.8270073,7.7464886,7.6625977,7.5884905,7.4356275,7.4246912,7.2028122,7.1753087,7.0988092,7.000998
3.5724542,3.5100462,3.4642804,3.403358,3.4115028,3.414288,3.330678,3.1756077,3.238472,3.1707232,3.0529191,3.0957651,2.966362,2.9277065,2.9229677,2.8284383,2.872864,2.7592084,2.7289996,2.7774966
6.1055393,5.9780951,5.840848,5.7956328,5.8606377,5.7571731,5.4097824,5.5012474,5.3445497,5.3156304,5.0736241,4.9720969,5.1416292,5.0888572,4.88239,4.5763431,4.7222633,4.7887425,4.5325818,4.5077014
6.5963473,6.5171752,6.361743,6.2673745,6.2756414,6.2169118,6.0873804,5.9898772,5.9405899,5.643364,5.7856731,5.7097912,5.6907377,5.5848393,5.4106722,5.3563566,5.3907175,5.2039652,5.2505779,5.1637936
8.7102728,8.5610437,8.5115376,8.0785189,8.1575708,8.2446232,8.0085154,8.0252132,8.0387392,7.5749135,7.590785,7.4260802,7.6152349,7.2432671,7.0208764,6.7668452,7.103909,6.621592,6.6746273,6.5920424
4.7009993,4.626164,4.5501657,4.4811702,4.3615026,4.3565784,4.1832733,4.2693305,4.1116548,4.1273117,4.0288024,3.9525275,3.7612801,4.0605555,3.8080659,3.6356361,3.4552765,3.6412036,3.4543681,3.317482
6.6996264,6.5966902,6.4432573,6.4835906,6.3897896,6.2900925,6.0111775,6.1666951,5.5087886,5.5523968,5.5972815,5.6573224,5.7659292,5.4486017,4.9915566,4.9656715,5.4464545,4.8583503,4.9898682,5.1067872
8.1202316,8.0459709,7.9809709,7.8428454,7.687994,7.4476972,7.5819712,7.4361134,7.3784547,7.3502274,7.0406065,6.9804196,6.9180646,6.9204621,6.8567433,6.7476578,6.6726971,6.5619969,6.4671025,6.3132453
3.1815367,3.1178939,3.1387348,3.0305481,3.0088296,2.9276862,2.9054832,2.947742,2.8472528,2.7124128,2.6943541,2.6665096,2.6791174,2.7078068,2.5620592,2.5985429,2.3944411,2.4296241,2.3884351,2.3559849
7.4458652,7.3608036,7.3097277,7.169888,7.0798764,6.9303813,6.9316411,6.8720269,6.719337,6.665235,6.5486197,6.4805255,6.3776512,6.3146548,6.3090777,6.1639419,6.034956,6.0117459,5.8690414,5.7796855
3.9046111,3.8781664,3.834806,3.7720447,3.7356801,3.6953514,3.6636305,3.619936,3.551568,3.5461051,3.4935918,3.4002714,3.4253109,3.3441401,3.3197801,3.2585647,3.2308159,3.2411849,3.1551249,3.1659358
5.0130739,5.0446105,4.8921146,4.8523073,4.8844771,4.8071656,4.6863284,4.5689397,4.64818,4.7152638,4.6075854,4.3683543,4.4900579,4.4852009,4.2690268,4.340014,4.3622251,3.9146636,4.170517,4.1397634
5.5360351,5.4363742,5.3661227,5.2783151,5.1517329,5.1911902,5.0469127,4.9083748,4.9213066,4.8764482,4.7110019,4.6133261,4.7205143,4.5816531,4.4280329,4.395822,4.3130326,4.0700994,4.134553,3.9097285
4.6711831,4.6630945,4.5064764,4.5763459,4.340179,4.0060797,3.8021231,3.8927302,3.8262482,3.5975845,3.6943328,3.3887928,3.56849,3.4332912,3.1106584,3.0125585,3.3561056,2.9724987,2.7469099,2.9269772
3.9762599,3.8839889,3.8078017,3.6958213,3.6525857,3.7594175,3.5291197,3.370517,3.5147679,3.3403301,3.3348937,3.2910402,3.2233775,3.3555059,2.7531674,3.0045362,2.8269565,3.1857367,2.973624,2.7828643
7.483871,7.4127016,7.3154402,7.2527595,7.1163373,7.0582232,6.9889889,6.9001832,6.8237376,6.746304,6.623117,6.5824952,6.5046968,6.3700023,6.3087506,6.2583427,6.1184115,6.0994463,5.9865985,5.9050341
5.4689336,5.4134469,5.324348,5.346323,5.2428088,5.1198239,5.084374,4.9317775,4.8569627,4.8661237,4.7411346,4.6621857,4.6431308,4.6261101,4.5821323,4.3535299,4.3450961,4.2974224,4.2575488,4.2816811
7.4967422,7.4178028,7.3330817,7.2621899,7.1137981,6.8443174,7.0090871,6.6620598,6.8409624,6.6126995,6.5313091,6.4399729,6.3873496,6.3391628,6.211606,6.0554118,6.10184,5.8083816,5.6833563,5.6519651
6.9458151,6.8204646,6.7671733,6.7781696,6.5586195,6.2365437,6.2393184,6.2421784,6.3169146,5.8246493,6.1139665,5.9400921,5.9504623,5.7605758,5.6493177,5.5588894,5.7550063,5.3620076,5.2092595,5.4097991
3.5652587,3.5179572,3.4621742,3.3843789,3.3829451,3.3058033,3.2324915,3.2226188,3.2069032,3.1325967,3.0373201,3.0442226,3.0636547,3.0264812,2.9173753,2.9947386,2.7982895,2.7696826,2.7438948,2.7858119
5.7068701,5.6338625,5.5492821,5.1401348,5.1046033,4.9833994,4.802547,4.7455907,4.8965106,4.5802684,4.2354131,4.4683461,4.527564,4.4567351,4.209888,4.3298745,3.9197695,4.0281129,3.7984948,3.8429344
