se_storage1,se_storage2,se_storage3,se_storage4,se_storage5,se_storage6,se_storage7,se_storage8,se_storage9,se_storage10,se_storage11,se_storage12,se_storage13,se_storage14,se_storage15,se_storage16,se_storage17,se_storage18,se_storage19,se_storage20
1.4715949,1.4509748,1.4423563,1.4367888,1.3889024,1.3844105,1.3470973,1.3516431,1.3648795,1.31866,1.3220154,1.2862976,1.291063,1.3035896,1.2509519,1.2725967,1.2408496,1.2355028,1.2030472,1.153832
.96120518,.9496119,.93761337,.92546171,.92367208,.9078806,.93406612,.90184224,.8811217,.89296079,.86699599,.85296351,.84079397,.82916528,.85409373,.82347888,.80298525,.82108384,.80343568,.78624439
2.0358789,2.0164254,1.997286,1.9761482,1.9556422,1.9253832,1.9060125,1.869581,1.878433,1.8692651,1.854751,1.8270508,1.7941487,1.7994949,1.7627209,1.7187167,1.7182744,1.6807177,1.6654772,1.6836122
1.9428731,1.9298203,1.8967781,1.8856874,1.8556461,1.8352368,1.8197519,1.8193582,1.8069416,1.7694473,1.742697,1.7248272,1.7062494,1.6825758,1.6722374,1.6508996,1.6426986,1.6135876,1.5815829,1.5658715
1.7890886,1.7622483,1.7529501,1.7316383,1.7094074,1.6973743,1.6896994,1.6901401,1.6647129,1.6320677,1.6213106,1.5736594,1.5697119,1.542703,1.5339491,1.5339277,1.5107492,1.531148,1.4676753,1.4504812
1.9768786,1.9563987,1.9316034,1.9262851,1.9023988,1.876377,1.8509017,1.8382772,1.8236144,1.8023858,1.7712117,1.7606597,1.7392123,1.7110837,1.6928606,1.6919684,1.6386909,1.6281615,1.6164112,1.6095682
1.8746154,1.856398,1.8585095,1.8159493,1.8005118,1.7791446,1.7748896,1.7285411,1.6878983,1.7247496,1.6668841,1.6832981,1.6885012,1.6483678,1.630363,1.5819058,1.5494753,1.5703943,1.5141864,1.4841495
2.1288545,2.1060977,2.082468,2.0637009,2.039736,2.0345428,2.0019021,2.0015953,1.9669051,1.9335021,1.9232094,1.920969,1.8720052,1.8657037,1.8369566,1.8100222,1.7881804,1.7672133,1.7689797,1.7085682
1.9121805,1.8976452,1.8717431,1.8609233,1.845805,1.8283693,1.8030545,1.765197,1.7536713,1.763882,1.717567,1.7076164,1.6844341,1.6591606,1.6485132,1.6268479,1.5821912,1.6035662,1.5692476,1.5694109
1.9163573,1.8965659,1.8806046,1.8625523,1.8438585,1.8107401,1.7946155,1.786041,1.7748317,1.7499772,1.7211905,1.6877055,1.6961771,1.6666312,1.6463064,1.6234248,1.6132975,1.5907571,1.5559603,1.5444409
1.9158933,1.8963385,1.8794311,1.8624421,1.8371942,1.8188888,1.8018315,1.7776316,1.7640264,1.7482926,1.735908,1.7071478,1.691065,1.6693528,1.6498426,1.6328768,1.6261407,1.5967759,1.5787075,1.5391147
2.0454943,2.025306,1.9993186,1.9810889,1.9612215,1.9556165,1.9236039,1.89562,1.8893979,1.8751401,1.8592911,1.8233204,1.7898209,1.7698445,1.7977204,1.7287298,1.7306702,1.7066957,1.6977293,1.6659151
1.5711306,1.5526503,1.5384326,1.5254318,1.5124683,1.5022265,1.4745941,1.4628892,1.4422647,1.4394428,1.4472697,1.3827145,1.3708556,1.3773786,1.3626193,1.3608924,1.3098571,1.3160317,1.2874327,1.2753091
1.8395783,1.8131009,1.802601,1.7735404,1.7673931,1.7468445,1.7147988,1.7058709,1.6898491,1.6498144,1.6524086,1.6521354,1.6026684,1.5961868,1.5819134,1.5657816,1.541757,1.5329586,1.5613075,1.5588593
1.5308641,1.5144205,1.4971253,1.4967638,1.4698681,1.457673,1.4363041,1.4292347,1.3970232,1.407643,1.3908445,1.380703,1.3335292,1.3195823,1.3518728,1.2676941,1.2837489,1.264609,1.2628785,1.1850262
1.5129738,1.5019909,1.4793079,1.4712479,1.447346,1.4438872,1.4171127,1.4248915,1.3954016,1.3624898,1.3826596,1.3194464,1.3479469,1.3382641,1.2766143,1.3134582,1.2465577,1.269824,1.2196497,1.2390895
2.9712875,2.9387672,2.9114916,2.8773756,2.8549035,2.833503,2.7874773,2.7663379,2.7339704,2.7012188,2.6688941,2.6503201,2.6152568,2.5902596,2.5586371,2.5166395,2.4811189,2.4701152,2.4258764,2.4127536
1.931083,1.9095538,1.9039812,1.8722215,1.8256931,1.8282483,1.8265244,1.8009565,1.790331,1.762646,1.7239939,1.733519,1.7175771,1.6839216,1.6925579,1.6402335,1.5997359,1.5990947,1.6207932,1.5609262
