b_storage1,b_storage2,b_storage3,b_storage4,b_storage5,b_storage6,b_storage7,b_storage8,b_storage9,b_storage10,b_storage11,b_storage12,b_storage13,b_storage14,b_storage15,b_storage16,b_storage17,b_storage18,b_storage19,b_storage20
-.7293095,-1.7151741,-2.7089646,-3.7429857,-4.6753974,-5.7158823,-6.6791029,-7.7138162,-8.7734184,-9.6198521,-10.727393,-11.749491,-12.629314,-13.540087,-14.591911,-15.668674,-16.619602,-17.565804,-18.56539,-19.495695
-1.5458632,-2.5189497,-3.5049508,-4.4936152,-5.5642266,-6.4870648,-7.496748,-8.3441,-9.4382706,-10.419111,-11.348988,-12.375165,-13.354872,-14.353265,-15.431958,-16.263641,-17.236694,-18.290436,-19.361448,-20.084578
-3.0110621,-3.9755557,-4.9517527,-5.9497809,-6.8802571,-7.8735552,-8.7875834,-9.8940382,-10.80799,-11.80314,-12.666673,-13.675464,-14.670377,-15.558142,-16.484217,-17.564157,-18.594191,-19.324688,-20.48719,-21.396551
.50793207,-.46936247,-1.5117344,-2.5372193,-3.5355496,-4.5320396,-5.4734702,-6.3684659,-7.5443263,-8.5239077,-9.5551577,-10.414143,-11.365519,-12.496189,-13.507505,-14.554779,-15.391512,-16.458094,-17.612165,-18.51786
2.0549936,1.0150161,.031333845,-1.0229244,-2.0100851,-2.9327903,-4.024509,-5.0416584,-6.0466661,-7.2401233,-8.103837,-9.2189331,-10.184141,-11.245193,-12.124339,-13.210012,-14.335621,-15.322516,-16.415756,-17.265701
1.0776558,.089776501,-.90836114,-1.9491736,-3.0301025,-3.933841,-4.9723415,-5.956183,-7.0116549,-8.0582161,-9.1515627,-10.086043,-11.129761,-12.046571,-12.904815,-14.006214,-15.058681,-15.981059,-17.141537,-18.077045
-3.3422327,-4.3300133,-5.2876492,-6.2095313,-7.200047,-8.1141968,-9.0746489,-10.087336,-11.171045,-12.117208,-13.04274,-13.883154,-14.870916,-15.867306,-16.976557,-17.86587,-18.811728,-19.842428,-20.809076,-21.668262
-1.2099847,-2.2184405,-3.131573,-4.1562018,-5.1727233,-6.179235,-7.0496221,-8.0277424,-9.1588783,-10.138794,-11.130486,-12.042727,-12.979693,-14.051037,-15.056735,-16.082535,-16.835325,-17.973808,-18.850811,-20.026869
-1.3033456,-2.315197,-3.248656,-4.2472072,-5.27002,-6.3131027,-7.2134309,-8.1972752,-9.190115,-10.195431,-11.085867,-12.144982,-13.20018,-14.064553,-15.200583,-16.066267,-17.01436,-18.152504,-19.018686,-20.048552
.38954556,-.61255771,-1.5998068,-2.5669789,-3.6061137,-4.6106324,-5.6082168,-6.5161686,-7.6052251,-8.6481819,-9.5883865,-10.609637,-11.63537,-12.614563,-13.590575,-14.591485,-15.628743,-16.716803,-17.714397,-18.659496
