se_storage1,se_storage2,se_storage3,se_storage4,se_storage5,se_storage6,se_storage7,se_storage8,se_storage9,se_storage10,se_storage11,se_storage12,se_storage13,se_storage14,se_storage15,se_storage16,se_storage17,se_storage18,se_storage19,se_storage20
1.06498,1.0469507,1.0535408,1.0369031,1.0586714,1.0313368,.99709862,.96774119,.99206311,.98163491,.98235786,.99879146,.92602646,1.0181662,.90612078,.94210786,.86843669,.9089756,.8855496,.88837755
.70249981,.69713843,.69757521,.68307531,.6903826,.67057949,.67568654,.66884881,.65884739,.67131746,.66616756,.65039372,.6550265,.64353126,.63609248,.62776172,.61833727,.60814917,.60950691,.60215795
2.409987,2.3875699,2.3563755,2.3204603,2.3062689,2.2592635,2.246397,2.2027221,2.1943643,2.1476591,2.1389008,2.1301448,2.0589535,2.0340021,2.0233445,1.9966743,1.9649704,1.9320778,1.9088349,1.8945881
.53666013,.53414917,.52514482,.50710815,.51663309,.51465237,.51084125,.48502436,.51298153,.48242834,.46339965,.46814832,.4837772,.47064096,.47694069,.49283376,.46201751,.45107213,.42487434,.4375146
1.5793307,1.569824,1.5550331,1.5099906,1.53508,1.4895117,1.5391623,1.4646333,1.4107605,1.3912281,1.3867843,1.359327,1.412481,1.3621778,1.3830286,1.3199011,1.3075175,1.2684208,1.3100479,1.2106302
2.2567852,2.2452319,2.2136765,2.1932504,2.1616087,2.1431017,2.1221979,2.099467,2.0643089,2.0384011,2.025331,1.994947,1.9844747,1.9604402,1.9432471,1.9188123,1.9369729,1.8676808,1.8455888,1.8219309
1.6506699,1.6416378,1.6273865,1.6183076,1.5644875,1.5069698,1.522262,1.480113,1.5338397,1.4822983,1.4588015,1.4611527,1.3929746,1.44372,1.3781953,1.3585681,1.3315763,1.2997944,1.3266921,1.3149358
.98627919,.97846127,.96962541,.96104276,.95715725,.93500733,.93067819,.92589867,.91038668,.90382379,.88624686,.87922621,.88587821,.86298901,.84346336,.85473639,.85916311,.8383615,.8388769,.83025712
1.0365369,1.0283489,1.012627,.99897122,.98640382,.96690226,.96981728,.96589684,.950894,.9533534,.94327945,.93866336,.90866411,.92254865,.87180358,.89775312,.85279775,.89110202,.84865308,.8190639
1.0874795,1.0819715,1.0598494,1.0482793,1.0393114,1.0234504,1.0232991,1.020487,1.0210145,.97841901,.978881,.95997602,.95157909,.94566703,.93025762,.92944258,.9187116,.90200078,.87747121,.86903834
2.0086253,1.9871644,1.9634856,1.9466723,1.9267989,1.9111495,1.8755165,1.8586724,1.8396322,1.822785,1.786085,1.7746474,1.7516178,1.7392631,1.7096577,1.6764601,1.6719971,1.6372138,1.6373633,1.602535
4.9964247,4.9437175,4.9033427,4.8498864,4.7892847,4.7412367,4.6949186,4.6510973,4.599699,4.5383086,4.4988494,4.4458098,4.3965106,4.347784,4.2859726,4.2282548,4.1835589,4.1457543,4.0925288,4.0395184
1.264919,1.2453736,1.2312828,1.217284,1.2175223,1.1974119,1.1912806,1.1642407,1.1516144,1.1200601,1.1179334,1.1356568,1.084148,1.0916603,1.0554967,1.0656111,1.0734695,1.086973,1.0523405,1.0042206
1.056115,1.0476637,1.0276085,1.0238703,1.0043687,1.0057006,.97421956,.97155017,.95672429,.97654015,.96036649,.95308566,.9276287,.91381568,.89280528,.89382422,.8709287,.84435046,.84582549,.8524
2.9280059,2.8915465,2.8521926,2.8254807,2.7823565,2.7496951,2.7208142,2.6830854,2.65488,2.6211157,2.6015844,2.559602,2.5240412,2.4814453,2.4382603,2.435653,2.3654277,2.3555512,2.3112073,2.2575152
1.5929779,1.5774995,1.5727934,1.5289207,1.5319035,1.477585,1.4742393,1.4693415,1.4521413,1.4125807,1.4081112,1.4401742,1.4144869,1.423314,1.365419,1.3342555,1.3181698,1.3249205,1.332015,1.2903523
2.4478228,2.4218297,2.3968046,2.3774629,2.3533721,2.3247333,2.295752,2.2723947,2.253109,2.225821,2.2006533,2.1796176,2.1590862,2.1306124,2.0978472,2.0790331,2.0589471,2.0227656,2.0046706,1.9866215
36.510975,36.15765,35.780167,35.384739,35.069839,34.723499,34.329899,33.946999,33.581718,33.255783,32.83268,32.511284,32.167866,31.765892,31.48551,31.073784,30.705612,30.345961,30.017178,29.682884
.47027859,.46222901,.45901334,.47402838,.44649407,.47094029,.45252556,.4116092,.41486514,.42588222,.43310621,.42462781,.40409622,.41231129,.41421774,.37820897,.38296443,.40165424,.44466341,.3653115
.52710092,.52270448,.52136356,.51235235,.49674833,.50724518,.48692703,.49539104,.45927423,.47359127,.4775283,.4554002,.46635485,.47885844,.47362185,.44810727,.42448187,.4503881,.41431788,.43036661
4.2656136,4.2090812,4.1552353,4.1014533,4.0497375,3.9964294,3.9321797,3.8855636,3.827944,3.7645826,3.7360365,3.6570196,3.6134152,3.5391297,3.5165908,3.4353073,3.4039207,3.3502884,3.2988594,3.2346585
2.319119,2.290493,2.2598565,2.223968,2.1970656,2.1720729,2.135164,2.1308448,2.0944335,2.0368092,2.024713,2.0055661,1.9799293,1.9319683,1.9257219,1.8562461,1.8708717,1.8343714,1.7882909,1.7957065
2.5707281,2.549051,2.5071194,2.5013633,2.4898367,2.4282825,2.4045084,2.4019151,2.359566,2.3206089,2.3290303,2.2655368,2.233706,2.2179751,2.2410486,2.2280941,2.1312311,2.1229949,2.0700428,2.0875752
2.4761415,2.4448171,2.43103,2.3976636,2.3843913,2.3452182,2.3275037,2.2994297,2.28353,2.2513881,2.2361054,2.2051582,2.1793551,2.1584802,2.1397426,2.1019585,2.0856318,2.0474212,2.0150418,2.0020142
1.6139854,1.5953985,1.5726695,1.5287951,1.524236,1.5020099,1.5009356,1.465523,1.4226787,1.4114531,1.4022909,1.3787971,1.3456939,1.3289613,1.2832572,1.2904342,1.2757548,1.2595303,1.2193923,1.2446928
1.7703129,1.7523974,1.7386687,1.7129003,1.6990114,1.6632733,1.6548389,1.6283947,1.6146777,1.5916131,1.5799986,1.5588994,1.5361087,1.5447134,1.5129722,1.4899189,1.472345,1.4728631,1.4480137,1.4137328
2.38186,2.3615429,2.3332329,2.2968397,2.2946398,2.2586336,2.2425745,2.2002289,2.1564376,2.1639428,2.1279435,2.1072779,2.078018,2.0586133,2.0874097,2.0091858,1.9891423,1.9654399,1.9414581,1.8955933
2.9127588,2.8794832,2.8436537,2.7942293,2.7688644,2.7345622,2.7243466,2.6814311,2.6411548,2.6135223,2.5676856,2.547827,2.5326338,2.5143688,2.4414353,2.4151449,2.4157917,2.346103,2.3520789,2.2922797
1.4886506,1.4649878,1.458962,1.4481951,1.3996935,1.3838549,1.3735627,1.3523993,1.3356721,1.3412603,1.2908561,1.2482364,1.2688923,1.2359487,1.2270268,1.2201061,1.1846572,1.1527402,1.161317,1.1514812
4.4168663,4.3726859,4.3204541,4.2861447,4.2426925,4.2060404,4.1429524,4.1142683,4.0716462,4.0194368,3.9731531,3.9186242,3.8882549,3.8505974,3.8101737,3.7459002,3.7064588,3.6598966,3.6211674,3.5703914
1.3663827,1.3509972,1.335029,1.3255212,1.3023869,1.2824074,1.2842854,1.275332,1.2484848,1.2371184,1.2134449,1.2460958,1.1963845,1.1646624,1.1479445,1.1307493,1.1115277,1.1584754,1.1051801,1.0988523
